Chinese,English,File,Line
"已跳过该条目","This entry has been skipped",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk-status.ts,106
"更新内容状态失败","Failed to update content status",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk-status.ts,107
"请检查本地文件权限或日志","Please check local file permissions or logs",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk-status.ts,107
"请求体必须是","The request body must be",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk.ts,80
"对象","object",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk.ts,80
"请求体缺少","Request body missing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk.ts,88
"数组","array",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk.ts,88
"条目必须是","Entry must be",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk.ts,101
"条目缺少","Entry missing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk.ts,113
"批量条目不能超过","Bulk entries cannot exceed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-bulk.ts,154
"是固定单页内容","It is a fixed single page content",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-collections.ts,102
"不支持从","Not supported from",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-collections.ts,102
"必须是对象","Must be an object",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-create.ts,207
"不能为空","cannot be empty",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-create.ts,212
"必须是带时区的","Must be with time zone",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-create.ts,217
"不是合法日期时间","Not a valid date and time",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-create.ts,222
"暂未实现新增","Not yet added",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-create.ts,233
"未找到","not found",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-create.ts,244
"源文件候选","Source file candidate",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-create.ts,244
"源文件已存在","Source file already exists",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-create.ts,291
"已拒绝删除","Deletion refused",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-delete.ts,40
"请刷新列表后再操作","Please refresh the list before proceeding.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-delete.ts,40
"检测到内容文件路径与确认时不一致","Detected that the content file path is inconsistent with the confirmation",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-delete.ts,41
"保留原始相对路径","Keep original relative path",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-delete.ts,90
"恢复时可以直接把文件移回","You can move files back directly during recovery",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-delete.ts,90
"无法生成可用的内容回收站路径","Unable to generate a usable content recycle bin path",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-delete.ts,98
"拒绝移动","refuse to move",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-delete.ts,109
"根目录外的文件","Files outside the root directory",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-delete.ts,109
"暂不支持写盘","Writing disk is not supported yet",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-editor-payload.ts,240
"缺少关闭标记","Missing closing tag",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,85
"仅支持固定源文件","Only supports fixed source files",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,178
"固定源文件不存在","Fixed source file not existing",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,203
"源文件","source file",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,210
"源文件不在","The source file is not there",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,250
"集合目录下","Under the collection directory",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,250
"固定页面源不存在时保持空","Fixed page source remaining empty if it does not exist",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,277
"以实际源文件路径回算","Calculate based on actual source file path",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,317
"避免把公开","avoid making public",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,317
"当作磁盘文件名使用","Used as disk file name",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-entry-source.ts,317
"必须是字符串","Must be a string",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,50
"必须是布尔值","Must be a boolean value",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,61
"必须是小写","Must be lowercase",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,183
"当前条目路径拍平后的公开","The path of the current entry will be made public after it is flattened.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,184
"请设置合法","Please set legal",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,184
"或调整文件路径","Or adjust the file path",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,184
"请修改","Please modify",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,193
"无法完成","Unable to complete",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,218
"唯一性校验","Uniqueness check",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,218
"必须是","must be",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,241
"或带时区的","or with time zone",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,241
"日期时间","date time",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,241
"不能早于","not earlier than",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-essay-frontmatter.ts,287
"目录型条目磁盘上使用","Directory entries are used on disk",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-export.ts,60
"下载时按条目末段命名","When downloading, name it according to the last paragraph of the entry.",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-export.ts,60
"单页保持","Single page retention",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-export.ts,60
"作为","as",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-export.ts,72
"兜底","reveal all the details",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-export.ts,72
"真实文件名保留在","The real file name is kept in",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-export.ts,72
"列表定位使用","Use list positioning",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-routes.ts,51
"参数承载源文件身份","Parameters carry source file identity",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-routes.ts,51
"避免和已移除的","avoided and removed",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-routes.ts,51
"列表路由重新绑定","List route rebinding",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-routes.ts,51
"列表跟随","list to follow",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,35
"边界","boundary",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,35
"仅索引","index only",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,35
"故意不与公开模块共享","Intentionally not shared with public modules",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,37
"与公开搜索语义未来可能分化","Possible future differentiation from public search semantics",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,37
"源文件异常","Source file exception",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,42
"未设置日期","No date set",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,134
"源文件读取失败","Failed to read source file",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,216
"缺失或不是字符串","Missing or not a string",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,248
"缺失或格式无效","Missing or invalid format",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,249
"排序不决定最终列表顺序","Sorting does not determine final list order",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,391
"仅保证不同系统上的请求快照顺序稳定","Only the order of requested snapshots on different systems is guaranteed to be stable",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-source-index.ts,391
"必须是合法","must be legal",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-write-plan.ts,160
"远程路径或仓库内相对图片路径","Remote path or relative image path in the warehouse",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-write-plan.ts,182
"必须是正整数","Must be a positive integer",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-write-plan.ts,191
"正文引用的本地图片不存在","The local image referenced in the text does not exist",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content-write-plan.ts,470
"全部内容只支持","All content only supports",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,251
"元信息搜索","meta information search",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,251
"排序和分页属于具体","Sorting and pagination are specific",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,251
"是源文件精确定位模式","Is the source file precise positioning mode",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,266
"优先于筛选和搜索","Prioritize filtering and searching",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,266
"避免公开","avoid publicity",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,266
"与源文件身份混用","Mixed with source file identity",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,266
"正文派生文本成本较高","Body derived text is more expensive",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,435
"只在单","Only in single",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,435
"搜索时加载","load on search",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,435
"全部内容搜索仅匹配元信息","All content search only matches meta information",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,435
"分页在数据层完成","Pagination is done at the data layer",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,444
"页面模板只渲染已经截断后的","The page template only renders the truncated",/Users/thor3/Documents/BESTwhono2-astro-with-jxl-works-jxl-NEVERDELETE-copy-copy_BEST/whono2-astro/src/lib/admin-console/content.ts,444
